longitude,latitude,stratum,bathrooms,constructed_area,house_age,bedrooms,parking,administration,floor,rent_price,Localidad
-74.0439626,4.6860333,6.0,6.0,387.0,23.0,4.0,4.0,0.0,7.0,11900000.0,USAQUEN
-74.135299358603,4.6451274507779,3.0,2.0,50.0,12.0,3.0,0.0,0.0,1.0,1550000.0,KENNEDY
-74.053649852178,4.68438582689,6.0,3.0,72.0,23.0,2.0,2.0,946000.0,4.0,4300000.0,CHAPINERO
-74.056512030799,4.682047001404,6.0,2.0,65.0,4.0,1.0,1.0,720000.0,1.0,3880000.0,CHAPINERO
-74.052696,4.701422,5.0,4.0,139.0,0.0,3.0,2.0,1280000.0,0.0,7220000.0,USAQUEN
-74.051036524854,4.6676521580877,6.0,3.0,155.0,12.0,2.0,2.0,0.0,0.0,13500000.0,CHAPINERO
-74.0528519,4.7462427,3.0,1.0,62.0,0.0,3.0,1.0,0.0,2.0,1700000.0,SUBA
-74.0463321,4.7021939,5.0,2.0,80.0,4.0,2.0,2.0,746000.0,5.0,3254000.0,USAQUEN
-74.0487558,4.6562111,6.0,4.0,167.0,31.0,3.0,2.0,1100000.0,2.0,9000000.0,CHAPINERO
-74.0520439,4.7023363,5.0,1.0,50.0,23.0,1.0,2.0,250000.0,0.0,2550000.0,USAQUEN
-74.1771278,4.6253755,2.0,1.0,44.0,23.0,3.0,0.0,0.0,6.0,1100000.0,BOSA
-74.041356879306,4.677021002712,6.0,3.0,100.0,23.0,2.0,2.0,1120500.0,0.0,6779500.0,CHAPINERO
-74.1347084,4.6617709,4.0,2.0,80.0,23.0,3.0,1.0,0.0,10.0,2700000.0,FONTIBON
-74.047232684079,4.6645373099168,6.0,4.0,248.0,4.0,3.0,3.0,2200000.0,12.0,20000000.0,CHAPINERO
-74.042328036021,4.6693766266366,6.0,5.0,175.0,23.0,4.0,2.0,1100000.0,5.0,9500000.0,CHAPINERO
-74.1444741,4.6666341,3.0,1.0,42.0,0.0,2.0,0.0,0.0,0.0,1550000.0,FONTIBON
-74.048770002112,4.699949992215,5.0,1.0,63.0,31.0,1.0,1.0,950000.0,1.0,1950000.0,USAQUEN
-74.045642043485,4.697973707085,6.0,1.0,66.0,12.0,2.0,1.0,0.0,6.0,4300000.0,USAQUEN
-74.1339756,4.6609837,4.0,1.0,39.0,4.0,2.0,0.0,0.0,0.0,1700000.0,FONTIBON
-74.0529962,4.679831,6.0,1.0,17.0,4.0,0.0,0.0,0.0,7.0,2100000.0,CHAPINERO
-74.0415509,4.7067842,6.0,2.0,100.0,31.0,2.0,1.0,721000.0,5.0,5500000.0,USAQUEN
-74.0263171,4.7524861,4.0,1.0,37.0,4.0,2.0,0.0,200000.0,0.0,1350000.0,USAQUEN
-74.0591756,4.6601726,6.0,5.0,387.0,31.0,5.0,3.0,0.0,6.0,20000000.0,CHAPINERO
-74.028486,4.761629,3.0,2.0,45.0,12.0,2.0,0.0,159000.0,0.0,1140000.0,USAQUEN
-74.0576992,4.6625362,5.0,3.0,75.0,0.0,2.0,0.0,0.0,3.0,4950000.0,CHAPINERO
-74.0266711,4.7478775,4.0,1.0,36.0,4.0,1.0,0.0,0.0,6.0,1350000.0,USAQUEN
-74.054587465468,4.6495295790254,6.0,4.0,160.0,31.0,3.0,3.0,1300000.0,5.0,9500000.0,CHAPINERO
-74.0551616,4.6483452,4.0,2.0,55.0,12.0,1.0,1.0,515000.0,0.0,4400000.0,CHAPINERO
-74.0517456,4.6579467,6.0,5.0,280.0,0.0,4.0,3.0,2200000.0,5.0,9000000.0,CHAPINERO
-74.027838462045,4.696588304218,6.0,5.0,329.0,12.0,4.0,4.0,2200000.0,0.0,20416000.0,USAQUEN
-74.0501917,4.669158,6.0,5.0,211.0,23.0,3.0,3.0,1762000.0,4.0,12500000.0,CHAPINERO
-74.1099362,4.6599609,4.0,2.0,96.0,23.0,3.0,1.0,0.0,0.0,3900000.0,FONTIBON
-74.113114184753,4.658028993131,4.0,1.0,35.0,23.0,1.0,1.0,170000.0,0.0,1580000.0,FONTIBON
-74.1685129,4.6947681,3.0,2.0,43.0,4.0,3.0,0.0,174000.0,0.0,1076000.0,FONTIBON
-74.0692137,4.6581336,3.0,1.0,60.0,4.0,2.0,0.0,0.0,0.0,1550000.0,BARRIOS UNIDOS
-74.04092,4.7751274,3.0,2.0,38.0,4.0,2.0,0.0,0.0,0.0,1400000.0,USAQUEN
-74.044995714931,4.703122542567,5.0,2.0,56.0,23.0,1.0,1.0,0.0,2.0,2750000.0,USAQUEN
-74.089221,4.594845,3.0,1.0,45.0,23.0,2.0,0.0,0.0,4.0,800000.0,LOS MARTIRES
-74.047919993311,4.660880013677,6.0,3.0,200.0,12.0,3.0,2.0,1642000.0,3.0,15358000.0,CHAPINERO
-74.063072881691,4.652800990573,3.0,1.0,60.0,12.0,1.0,1.0,505000.0,2.0,2195000.0,CHAPINERO
-74.0615900392,4.689650016227,5.0,2.0,40.0,4.0,1.0,1.0,358117.0,3.0,2300000.0,SUBA
-74.0408907,4.6777078,6.0,5.0,160.0,12.0,3.0,2.0,0.0,6.0,14300000.0,CHAPINERO
-74.0273329,4.7494261,3.0,1.0,36.0,4.0,1.0,0.0,190000.0,0.0,1110000.0,USAQUEN
-74.1069746,4.5919509,3.0,1.0,45.0,0.0,2.0,0.0,120000.0,0.0,1100000.0,ANTONIO NARIÑO
-74.0286697,4.7212278,4.0,2.0,105.0,23.0,3.0,2.0,0.0,5.0,3200000.0,USAQUEN
-74.1339756,4.6609837,4.0,1.0,49.0,0.0,2.0,0.0,0.0,0.0,1850000.0,FONTIBON
-74.0777269,4.7205778,6.0,4.0,387.0,23.0,4.0,4.0,0.0,2.0,16000000.0,SUBA
-74.1251376,4.6590599,4.0,2.0,45.0,4.0,2.0,0.0,0.0,3.0,1600000.0,FONTIBON
-74.0537233,4.6507987,5.0,3.0,167.0,12.0,2.0,3.0,1480000.0,10.0,11500000.0,CHAPINERO
-74.0630724,4.640081,3.0,2.0,70.0,31.0,2.0,1.0,466000.0,0.0,1834000.0,CHAPINERO
-74.0279856,4.7217328,4.0,1.0,55.0,31.0,2.0,1.0,520000.0,0.0,2000000.0,USAQUEN
-74.1042738,4.5671771,3.0,1.0,25.0,4.0,1.0,0.0,0.0,2.0,950000.0,RAFAEL URIBE URIBE
-74.0505422,4.6709372,6.0,4.0,272.0,0.0,3.0,3.0,2200000.0,4.0,20416000.0,CHAPINERO
-74.044949279188,4.693817791852,6.0,2.0,127.0,4.0,2.0,2.0,940000.0,5.0,9000000.0,USAQUEN
-74.054700533885,4.662979303237,5.0,2.0,104.0,31.0,3.0,2.0,910000.0,0.0,4500000.0,CHAPINERO
-74.0256859,4.7113823,6.0,4.0,211.0,31.0,3.0,2.0,1550000.0,5.0,10000000.0,USAQUEN
-74.1200808,4.5829135,3.0,1.0,47.0,23.0,3.0,0.0,0.0,0.0,1100000.0,RAFAEL URIBE URIBE
-74.0489781,4.6668102,6.0,4.0,217.8,12.0,3.0,3.0,1885000.0,8.0,15000000.0,CHAPINERO
-74.051180302189,4.702831648617,5.0,3.0,100.0,12.0,3.0,0.0,0.0,5.0,6200000.0,USAQUEN
-74.0489781,4.6668102,6.0,4.0,217.8,12.0,3.0,3.0,1885000.0,8.0,15000000.0,CHAPINERO
-74.051180302189,4.702831648617,5.0,3.0,100.0,12.0,3.0,0.0,0.0,5.0,6200000.0,USAQUEN
-74.045814710691,4.680534486976,6.0,4.0,193.0,12.0,3.0,4.0,2200000.0,3.0,12000000.0,CHAPINERO
-74.0433611,4.7059418,6.0,2.0,130.0,23.0,2.0,2.0,0.0,0.0,7000000.0,USAQUEN
-74.0830385,4.6099589,3.0,1.0,41.0,4.0,2.0,0.0,220000.0,0.0,1580000.0,LOS MARTIRES
-74.0500198,4.655224,6.0,5.0,381.0,4.0,3.0,4.0,0.0,9.0,20416000.0,CHAPINERO
-74.1114821,4.7147726,3.0,1.0,44.0,23.0,2.0,0.0,0.0,0.0,1350000.0,ENGATIVA
-74.061794,4.7469196,3.0,1.0,39.0,4.0,1.0,0.0,160900.0,0.0,1339100.0,SUBA
-74.1673674,4.6949413,3.0,1.0,47.0,0.0,2.0,0.0,0.0,18.0,1100000.0,FONTIBON
-74.0561343,4.6450194,4.0,2.0,50.0,12.0,1.0,1.0,400000.0,6.0,2100000.0,CHAPINERO
-74.0526778,4.7366908,4.0,1.0,30.0,4.0,1.0,1.0,0.0,16.0,1900000.0,SUBA
-74.0266123,4.7448026,4.0,1.0,30.0,0.0,1.0,0.0,150000.0,2.0,1350000.0,USAQUEN
-74.0521458,4.7149995,5.0,3.0,110.0,0.0,3.0,1.0,0.0,3.0,4000000.0,USAQUEN
-74.084982543789,4.6114611708189,3.0,1.0,31.0,4.0,2.0,0.0,0.0,5.0,1400000.0,LOS MARTIRES
-74.0752624,4.7271946,6.0,6.0,274.31,23.0,4.0,3.0,1741000.0,8.0,7000000.0,SUBA
-74.034391996236,4.7633524523252,3.0,2.0,65.0,0.0,3.0,0.0,0.0,0.0,1800000.0,USAQUEN
-74.0627432,4.7370897,5.0,5.0,283.0,12.0,4.0,3.0,900000.0,12.0,8000000.0,SUBA
-74.06864,4.60477,4.0,1.0,24.0,0.0,1.0,0.0,0.0,0.0,1450000.0,SANTA FE
-74.0527782,4.6904988,5.0,3.0,100.0,0.0,2.0,2.0,0.0,0.0,7500000.0,USAQUEN
-74.068952,4.6973284,5.0,2.0,56.0,0.0,1.0,1.0,290800.0,12.0,2809200.0,SUBA
-74.05347,4.685053,6.0,2.0,98.0,4.0,2.0,2.0,0.0,10.0,6400000.0,CHAPINERO
-74.045248094036,4.674981476122,6.0,2.0,90.0,23.0,2.0,2.0,0.0,0.0,11650000.0,CHAPINERO
-74.053420030537,4.6611499947781,6.0,4.0,257.0,31.0,2.0,2.0,1300000.0,11.0,15000000.0,CHAPINERO
-74.0473318,4.6645605,6.0,4.0,230.0,31.0,5.0,2.0,1912000.0,9.0,13200000.0,CHAPINERO
-74.0416774,4.6888721,4.0,1.0,39.0,0.0,1.0,0.0,0.0,0.0,2700000.0,USAQUEN
-74.0842875,4.5813793,6.0,5.0,204.0,4.0,3.0,3.0,2200000.0,2.0,11350000.0,SAN CRISTOBAL
-74.05958,4.65786,4.0,1.0,38.0,0.0,1.0,0.0,0.0,0.0,3120000.0,CHAPINERO
-74.047474682598,4.7148240701761,5.0,3.0,128.0,12.0,3.0,2.0,0.0,0.0,3900000.0,USAQUEN
-74.0445722,4.6748483,6.0,3.0,316.0,0.0,3.0,2.0,2200000.0,5.0,17200000.0,CHAPINERO
-74.1307171,4.6584824,4.0,2.0,67.0,12.0,3.0,1.0,0.0,0.0,2500000.0,FONTIBON
-74.0477291,4.6568052,6.0,3.0,167.35,23.0,3.0,2.0,1659000.0,20.0,9000000.0,CHAPINERO
-74.065926919722,4.618061019396,4.0,1.0,30.0,23.0,1.0,1.0,0.0,10.0,2000000.0,SANTA FE
-74.108543719746,4.6932828188412,3.0,2.0,112.0,31.0,3.0,1.0,0.0,0.0,2000000.0,ENGATIVA
-74.1473541,4.6830023,3.0,1.0,70.0,23.0,4.0,0.0,0.0,0.0,1250000.0,FONTIBON
-74.1440019,4.6308579,3.0,2.0,57.0,31.0,3.0,0.0,0.0,0.0,1600000.0,KENNEDY
-74.0510107955398,4.68029936217802,6.0,3.0,117.0,0.0,2.0,3.0,1000000.0,5.0,7400000.0,CHAPINERO
-74.0538397,4.7042101,6.0,1.0,71.0,31.0,2.0,2.0,835000.0,0.0,2800000.0,USAQUEN
-74.2093624,4.612647,2.0,2.0,57.0,4.0,3.0,0.0,122000.0,0.0,780000.0,BOSA
-74.026926,4.7295051,3.0,2.0,60.0,12.0,3.0,1.0,0.0,3.0,1700000.0,USAQUEN
-74.0664573,4.6207394,6.0,3.0,225.0,31.0,3.0,2.0,1600000.0,13.0,5500000.0,SANTA FE
-74.0785344,4.7137958,4.0,1.0,40.0,4.0,2.0,0.0,0.0,0.0,1650000.0,SUBA
-74.079973697662,4.7180076929505,6.0,4.0,197.0,23.0,3.0,2.0,1268000.0,4.0,7800000.0,SUBA
-74.0487393,4.6614037,6.0,5.0,201.0,31.0,3.0,1.0,1533100.0,0.0,6500000.0,CHAPINERO
-74.0402023,4.6782326,6.0,2.0,140.0,12.0,2.0,2.0,1560000.0,2.0,7500000.0,CHAPINERO
-74.1510222,4.6488401,3.0,1.0,32.0,4.0,1.0,0.0,96000.0,0.0,1004000.0,KENNEDY
-74.0520219,4.6567269,6.0,3.0,130.4,12.0,2.0,2.0,1372000.0,3.0,5600000.0,CHAPINERO
-74.054666,4.6724442,6.0,3.0,120.0,23.0,2.0,2.0,0.0,6.0,7600000.0,CHAPINERO
-74.0653818,4.631968,6.0,1.0,60.0,23.0,2.0,0.0,0.0,3.0,1980000.0,CHAPINERO
-74.1139173,4.6645039,4.0,2.0,60.0,4.0,3.0,1.0,0.0,0.0,3100000.0,FONTIBON
-74.0505305,4.6793933,6.0,3.0,160.0,0.0,2.0,2.0,0.0,0.0,12700000.0,CHAPINERO
-74.1274553,4.7060085,2.0,1.0,42.0,23.0,3.0,0.0,0.0,0.0,1050000.0,ENGATIVA
-74.1416058,4.666888,3.0,2.0,65.0,12.0,3.0,1.0,184400.0,0.0,1077178.0,FONTIBON
-74.080236085728,4.612870986859,3.0,1.0,26.0,4.0,2.0,0.0,0.0,12.0,1340000.0,LOS MARTIRES
-74.030790233068,4.724913479167,4.0,1.0,65.0,12.0,2.0,1.0,287400.0,0.0,1662600.0,USAQUEN
-74.0459593,4.6873709,5.0,1.0,32.0,0.0,1.0,1.0,0.0,5.0,2850000.0,USAQUEN
-74.0513673,4.7035931,5.0,3.0,85.0,12.0,2.0,2.0,700000.0,0.0,3000000.0,USAQUEN
-74.0485907,4.6656853,6.0,5.0,387.0,23.0,4.0,3.0,0.0,8.0,20416000.0,CHAPINERO
-74.104873,4.6839358,3.0,1.0,55.0,0.0,2.0,0.0,0.0,3.0,1200000.0,ENGATIVA
-74.1363288,4.5761322,3.0,1.0,50.0,31.0,2.0,0.0,168000.0,0.0,832000.0,TUNJUELITO
-74.05893445015,4.6421230307825,4.0,2.0,67.0,4.0,2.0,1.0,0.0,0.0,3900000.0,CHAPINERO
-74.04160837739,4.6758861434835,6.0,3.0,190.0,31.0,3.0,2.0,2000000.0,2.0,10000000.0,CHAPINERO
-74.1370137,4.6315123,3.0,1.0,52.0,4.0,3.0,0.0,0.0,1.0,1200000.0,KENNEDY
-74.0532142,4.6792221,6.0,2.0,75.0,4.0,1.0,2.0,550000.0,8.0,6500000.0,CHAPINERO
-74.051606,4.6948158,5.0,1.0,52.0,23.0,1.0,1.0,0.0,1.0,2300000.0,USAQUEN
-74.050960025774,4.6853399997043,5.0,3.0,120.0,23.0,2.0,1.0,792000.0,0.0,2500000.0,CHAPINERO
-74.118601438639,4.6141318035628,3.0,1.0,55.0,0.0,2.0,0.0,0.0,0.0,1350000.0,PUENTE ARANDA
-74.0427399,4.668676,6.0,5.0,387.0,31.0,4.0,5.0,2200000.0,12.0,20416000.0,CHAPINERO
-74.050481154003,4.6639921065769,6.0,5.0,246.0,23.0,3.0,2.0,2000000.0,3.0,10000000.0,CHAPINERO
-74.0850233,4.5482618,2.0,1.0,48.0,31.0,2.0,0.0,0.0,0.0,600000.0,SAN CRISTOBAL
-74.072519118931,4.732417377984,5.0,4.0,285.0,23.0,3.0,3.0,1800000.0,2.0,10200000.0,SUBA
-74.04951900898,4.668896004869,6.0,3.0,220.0,23.0,3.0,3.0,2200000.0,4.0,15000000.0,CHAPINERO
-74.02728316096,4.749200504622,4.0,1.0,35.0,4.0,1.0,0.0,177400.0,0.0,1122600.0,USAQUEN
-74.1929785,4.6140023,2.0,1.0,42.0,4.0,2.0,0.0,140000.0,0.0,960000.0,BOSA
-74.0262609,4.7217424,4.0,1.0,46.0,4.0,1.0,1.0,283200.0,0.0,2016800.0,USAQUEN
-74.0580602,4.6877846,5.0,2.0,100.0,23.0,3.0,2.0,630000.0,0.0,2870000.0,SUBA
-74.048732870281,4.709295017975,5.0,3.0,66.0,12.0,2.0,1.0,812700.0,3.0,3700000.0,USAQUEN
-74.028486,4.7153093,6.0,5.0,317.0,23.0,4.0,3.0,0.0,1.0,15400000.0,USAQUEN
-74.049455523491,4.7791446030417,3.0,1.0,46.0,0.0,2.0,0.0,180000.0,4.0,1120000.0,SUBA
-74.0367384,4.6946482,6.0,0.0,92.0,23.0,2.0,1.0,0.0,4.0,3800000.0,USAQUEN
-74.0449516,4.6729139,6.0,4.0,360.0,4.0,3.0,4.0,2000000.0,5.0,20416000.0,CHAPINERO
-74.1083152,4.6777836,4.0,2.0,72.11,23.0,3.0,1.0,0.0,2.0,3500000.0,ENGATIVA
-74.062158326212,4.7368637722495,5.0,5.0,153.0,4.0,3.0,2.0,0.0,1.0,5850000.0,SUBA
-74.1188107,4.6279725,3.0,1.0,63.0,0.0,2.0,0.0,0.0,0.0,1500000.0,PUENTE ARANDA
-74.1657089,4.6807619,2.0,2.0,44.0,12.0,2.0,0.0,143000.0,0.0,807000.0,FONTIBON
-74.0914217,4.7255064,2.0,1.0,45.0,4.0,2.0,0.0,0.0,0.0,1000000.0,SUBA
-74.08718,4.64333,4.0,3.0,85.0,23.0,3.0,1.0,336000.0,4.0,2670000.0,TEUSAQUILLO
-74.041085365023,4.775212523332,4.0,2.0,91.0,0.0,3.0,1.0,330000.0,0.0,3150000.0,USAQUEN
-74.112477160111,4.663464992616,6.0,3.0,118.0,4.0,3.0,2.0,595900.0,4.0,5904100.0,FONTIBON
-74.0554006,4.6740544,6.0,4.0,216.0,23.0,3.0,3.0,0.0,5.0,18000000.0,CHAPINERO
-74.0518832,4.6715121,6.0,3.0,192.0,31.0,3.0,2.0,1700000.0,0.0,9000000.0,CHAPINERO
-74.154052,4.687489,2.0,2.0,45.0,4.0,2.0,0.0,0.0,9.0,1200000.0,FONTIBON
-74.0759247,4.7182647,6.0,5.0,191.0,0.0,3.0,3.0,1227000.0,9.0,4773000.0,SUBA
-74.188131,4.6164672,2.0,3.0,67.0,31.0,3.0,0.0,0.0,0.0,1200000.0,BOSA
-74.0573958,4.6997942,4.0,2.0,54.0,23.0,3.0,0.0,220000.0,0.0,1500000.0,SUBA
-74.142545544475,4.6806063242065,3.0,1.0,36.0,0.0,2.0,0.0,0.0,0.0,1100000.0,FONTIBON
-74.1166001,4.6470856,4.0,2.0,60.0,4.0,3.0,1.0,306000.0,0.0,3244000.0,FONTIBON
-74.065905065637,4.7527216477728,2.0,2.0,77.0,31.0,3.0,1.0,0.0,3.0,2200000.0,SUBA
-74.08008,4.5847654,4.0,3.0,130.0,0.0,2.0,1.0,1000000.0,0.0,6000000.0,SANTA FE
-74.068988,4.6198605,4.0,1.0,63.0,31.0,2.0,1.0,326000.0,7.0,2529000.0,SANTA FE
-74.035811733387,4.735499664379,4.0,1.0,41.0,0.0,2.0,0.0,0.0,13.0,1800000.0,USAQUEN
-74.0582054,4.6739488,6.0,2.0,58.0,4.0,1.0,2.0,0.0,4.0,5000000.0,CHAPINERO
-74.0617163,4.7010703,5.0,1.0,66.0,31.0,2.0,1.0,769000.0,0.0,1731000.0,SUBA
-74.056072,4.673327,5.0,3.0,178.0,4.0,3.0,2.0,1250000.0,4.0,16500000.0,CHAPINERO
-74.1053559,4.592413,3.0,1.0,36.0,0.0,2.0,0.0,196000.0,0.0,1204000.0,ANTONIO NARIÑO
-74.1053559,4.592413,3.0,1.0,36.0,0.0,2.0,0.0,196000.0,0.0,1204000.0,ANTONIO NARIÑO
-74.0495882,4.7114143,5.0,2.0,73.0,31.0,2.0,2.0,507000.0,0.0,2700000.0,USAQUEN
-74.0491065,4.6673359,5.0,4.0,185.0,23.0,4.0,2.0,0.0,0.0,10000000.0,CHAPINERO
-74.0409594,4.6688847,6.0,4.0,344.0,31.0,4.0,3.0,0.0,16.0,20416000.0,CHAPINERO
-74.044938233882,4.6939240480414,5.0,3.0,90.0,4.0,2.0,2.0,10.0,5.0,5900000.0,USAQUEN
-74.0699599,4.7038514,5.0,4.0,188.0,23.0,4.0,2.0,0.0,0.0,6500000.0,SUBA
-74.0518008,4.6752014,6.0,1.0,60.0,4.0,1.0,1.0,680000.0,4.0,5120000.0,CHAPINERO
-74.05633551663,4.6754889469739,6.0,1.0,54.0,4.0,1.0,1.0,655000.0,0.0,2500000.0,CHAPINERO
-74.027721637705,4.684737699119,6.0,3.0,300.0,23.0,3.0,2.0,2200000.0,0.0,20416000.0,USAQUEN
-74.1007568,4.7562974,3.0,1.0,58.0,23.0,2.0,0.0,0.0,0.0,1200000.0,SUBA
-74.042744248981,4.7177926965734,5.0,2.0,80.0,23.0,2.0,1.0,0.0,2.0,3300000.0,USAQUEN
-74.135208210971,4.680447985735,3.0,2.0,56.0,23.0,3.0,1.0,224500.0,0.0,1360000.0,FONTIBON
-74.110006,4.6577803,4.0,2.0,92.0,23.0,3.0,1.0,481000.0,1.0,2619000.0,FONTIBON
-74.0487564,4.687562,6.0,3.0,104.0,4.0,3.0,2.0,1250000.0,3.0,5500000.0,USAQUEN
-74.1004306,4.7496536,3.0,2.0,64.0,12.0,3.0,1.0,191000.0,0.0,1409000.0,SUBA
-74.0544245,4.6940185,6.0,8.0,387.0,23.0,4.0,6.0,2200000.0,5.0,18900000.0,USAQUEN
-74.0483141,4.7020914,5.0,4.0,354.0,23.0,4.0,5.0,2200000.0,5.0,6800000.0,USAQUEN
-74.0573556,4.6787572,6.0,3.0,110.0,12.0,2.0,2.0,1000000.0,6.0,7500000.0,CHAPINERO
-74.043132,4.6754302,6.0,4.0,320.0,4.0,3.0,5.0,2200000.0,7.0,20416000.0,CHAPINERO
-74.045611456178,4.662180622129,6.0,3.0,235.0,31.0,3.0,3.0,0.0,0.0,18000000.0,CHAPINERO
-74.1596291,4.5923177,3.0,2.0,110.0,23.0,3.0,1.0,0.0,0.0,1500000.0,CIUDAD BOLIVAR
-74.0491065,4.6673359,6.0,2.0,149.0,4.0,1.0,2.0,1800000.0,0.0,14500000.0,CHAPINERO
-74.051949977875,4.6992742115264,6.0,3.0,160.0,4.0,3.0,2.0,0.0,2.0,5500000.0,USAQUEN
-74.0953381,4.7540788,3.0,1.0,54.0,23.0,2.0,0.0,0.0,0.0,1400000.0,SUBA
-74.134221,4.6566579,3.0,1.0,37.0,0.0,2.0,0.0,160000.0,0.0,1040000.0,FONTIBON
-74.048170025483,4.668230020752,6.0,6.0,387.0,31.0,4.0,3.0,2200000.0,4.0,16500000.0,CHAPINERO
-74.0468804,4.6658228,5.0,1.0,55.0,4.0,1.0,0.0,0.0,6.0,3850000.0,CHAPINERO
-74.033771719697,4.6875109020386,6.0,5.0,206.0,12.0,3.0,3.0,0.0,2.0,11310000.0,USAQUEN
-74.0742566,4.6070639,3.0,2.0,49.0,4.0,2.0,0.0,110000.0,0.0,1390000.0,SANTA FE
-74.0652027,4.6142698,4.0,1.0,41.0,4.0,1.0,1.0,535000.0,0.0,1765000.0,SANTA FE
-74.0290606,4.7070176,5.0,2.0,73.0,12.0,2.0,1.0,0.0,2.0,2950000.0,USAQUEN
-74.1420402,4.7182903,2.0,1.0,47.0,4.0,2.0,0.0,0.0,0.0,1000000.0,ENGATIVA
-74.087383,4.5719872,3.0,2.0,42.0,12.0,2.0,0.0,0.0,0.0,1400000.0,SAN CRISTOBAL
-74.026801586151,4.7106084557823,6.0,4.0,260.0,12.0,2.0,3.0,2200000.0,9.0,14000000.0,USAQUEN
-74.1438032,4.6302454,3.0,2.0,53.0,31.0,3.0,1.0,0.0,3.0,1650000.0,KENNEDY
-74.027080535889,4.7112072409107,6.0,3.0,154.0,31.0,2.0,2.0,1818000.0,2.0,6000000.0,USAQUEN
-74.0461231,4.6801683,6.0,2.0,60.0,4.0,1.0,1.0,1750000.0,1.0,4600000.0,CHAPINERO
-74.1023398,4.7277034,3.0,2.0,58.0,4.0,3.0,1.0,265600.0,0.0,1334400.0,SUBA
-74.0367052,4.694528,6.0,2.0,90.0,31.0,3.0,1.0,0.0,3.0,3310000.0,USAQUEN
-74.048652906925,4.714767017735,5.0,2.0,90.0,31.0,3.0,1.0,900000.0,3.0,2350000.0,USAQUEN
-74.0570926,4.671249,5.0,2.0,130.0,23.0,3.0,0.0,500000.0,0.0,2800000.0,CHAPINERO
-74.0450339,4.7036304,5.0,2.0,65.0,23.0,1.0,2.0,0.0,4.0,4600000.0,USAQUEN
-74.0529665,4.6975727,6.0,3.0,82.0,23.0,2.0,2.0,0.0,5.0,4500000.0,USAQUEN
-74.0531913,4.7578114,4.0,1.0,40.0,4.0,2.0,0.0,185000.0,0.0,1315000.0,SUBA
-74.046515,4.691098,5.0,2.0,101.0,23.0,3.0,2.0,0.0,0.0,5500000.0,USAQUEN
-74.042386009378,4.69649899504,6.0,2.0,103.0,23.0,2.0,1.0,500000.0,1.0,3000000.0,USAQUEN
-74.0696658,4.7427889,4.0,1.0,37.0,0.0,1.0,0.0,250000.0,0.0,1400000.0,SUBA
-74.0503201,4.6696925,6.0,4.0,387.0,23.0,2.0,5.0,2200000.0,7.0,20416000.0,CHAPINERO
-74.049699974269,4.6737699977466,6.0,4.0,200.0,23.0,3.0,3.0,0.0,2.0,16250000.0,CHAPINERO
-74.0709033,4.6424885,4.0,1.0,50.0,31.0,1.0,0.0,0.0,0.0,1500000.0,TEUSAQUILLO
-74.0916815,4.6077732,3.0,1.0,32.0,0.0,2.0,0.0,0.0,0.0,1350000.0,LOS MARTIRES
-74.1244571,4.6560337,4.0,2.0,60.0,4.0,2.0,1.0,192515.0,0.0,2607485.0,FONTIBON
-74.049853,4.652166,6.0,3.0,302.0,0.0,3.0,3.0,1800000.0,8.0,12000000.0,CHAPINERO
-74.027463958611,4.711470582854,6.0,4.0,220.0,23.0,3.0,2.0,1700000.0,5.0,8300000.0,USAQUEN
-74.0454879,4.7244078,4.0,2.0,85.0,23.0,2.0,1.0,628000.0,0.0,3080000.0,USAQUEN
-74.082475730256,4.717432379125,6.0,4.0,200.0,12.0,4.0,2.0,0.0,1.0,7800000.0,SUBA
-74.1432068,4.6656995,3.0,1.0,40.0,12.0,2.0,1.0,0.0,0.0,1350000.0,FONTIBON
-74.0644107,4.6399256,4.0,1.0,46.0,12.0,1.0,1.0,473300.0,3.0,1826000.0,CHAPINERO
-74.0499544,4.6602231,6.0,3.0,247.58,23.0,3.0,2.0,2200000.0,1.0,7029400.0,CHAPINERO
-74.133987,4.706856,2.0,1.0,48.0,4.0,2.0,0.0,0.0,13.0,1400000.0,ENGATIVA
-74.0508422,4.6738647,6.0,3.0,73.0,23.0,2.0,2.0,0.0,7.0,5800000.0,CHAPINERO
-74.069875,4.7314032,5.0,2.0,85.0,31.0,3.0,2.0,0.0,6.0,2600000.0,SUBA
-74.0762642,4.7170912,5.0,2.0,80.0,12.0,3.0,1.0,0.0,3.0,2900000.0,SUBA
-74.0522894,4.6834173,6.0,5.0,300.0,31.0,5.0,2.0,0.0,5.0,7450000.0,CHAPINERO
-74.0570224,4.6583036,5.0,1.0,49.0,31.0,1.0,0.0,576000.0,0.0,1850000.0,CHAPINERO
-74.0283438,4.7275401,4.0,2.0,58.0,23.0,2.0,1.0,0.0,0.0,2100000.0,USAQUEN
-74.0574272,4.7063436,6.0,5.0,251.0,12.0,3.0,2.0,1350000.0,0.0,6000000.0,SUBA
-74.0449612,4.6707865,6.0,4.0,200.0,12.0,2.0,3.0,1324000.0,6.0,10200000.0,CHAPINERO
-74.0306885,4.7017639,5.0,2.0,80.0,0.0,1.0,0.0,500000.0,0.0,4800000.0,USAQUEN
-74.0753579,4.7345613,6.0,4.0,116.0,31.0,2.0,2.0,797000.0,0.0,2850000.0,SUBA
